pm25,visibility,traffic,nox,action
67.0,12.66,22,30.0,0
60.0,13.64,21,27.0,0
62.0,13.33,21,26.0,0
58.0,13.57,22,24.0,0
62.0,12.93,22,24.0,0
57.0,12.61,22,23.0,0
74.0,11.28,26,32.0,0
87.0,10.03,33,48.0,1
87.0,10.1,34,51.0,1
88.0,9.93,29,42.0,1
106.0,8.85,36,53.0,1
118.0,8.55,46,68.0,1
125.0,8.17,44,67.0,1
105.0,9.35,28,39.0,1
103.0,9.2,26,36.0,1
93.0,9.46,27,39.0,1
93.0,9.04,30,44.0,1
96.0,8.96,32,50.0,1
98.0,9.84,36,42.0,1
100.0,9.71,34,36.0,1
100.0,9.71,34,36.0,1
111.0,9.26,37,39.0,1
97.0,9.58,37,39.0,1
99.0,9.84,41,54.0,1
98.0,9.8,37,40.0,1
96.0,9.74,35,35.0,1
95.0,10.24,35,38.0,1
93.0,10.34,35,39.0,1
94.0,9.93,36,42.0,1
114.0,8.85,36,42.0,1
125.0,8.09,41,57.0,1
141.0,7.25,47,71.0,1
149.0,7.03,46,70.0,1
169.0,6.65,40,55.0,1
182.0,6.34,39,53.0,1
201.0,5.93,42,62.0,1
181.0,6.0,49,80.0,1
201.0,5.54,52,88.0,1
191.0,5.93,35,45.0,1
170.0,6.4,33,42.0,1
179.0,6.2,35,44.0,1
166.0,6.64,32,35.0,1
264.0,5.69,29,30.0,1
185.0,6.7,28,27.0,1
147.0,7.25,27,25.0,1
143.0,7.41,27,25.0,1
155.0,7.11,29,30.0,1
191.0,6.54,30,30.0,1
197.0,6.47,30,30.0,1
206.0,6.4,35,33.0,1
213.0,6.02,35,33.0,1
223.0,5.95,37,34.0,1
229.0,5.85,38,34.0,1
239.0,5.47,40,41.0,1
264.0,5.06,41,38.0,1
253.0,4.6,46,49.0,1
327.0,4.19,51,60.0,1
345.0,4.04,50,56.0,1
325.0,4.27,46,44.0,1
313.0,4.5,48,48.0,1
335.0,4.17,52,53.0,1
346.0,3.94,64,79.0,1
339.0,4.09,66,87.0,1
314.0,4.32,56,70.0,1
287.0,4.69,52,58.0,1
259.0,5.32,42,42.0,1
251.0,5.57,41,38.0,1
258.0,5.37,38,29.0,1
267.0,5.28,38,27.0,1
271.0,5.15,37,26.0,1
275.0,5.06,37,25.0,1
278.0,4.89,37,26.0,1
278.0,4.78,38,32.0,1
241.0,4.99,45,49.0,1
270.0,5.33,40,41.0,1
270.0,5.33,40,41.0,1
270.0,4.69,40,41.0,1
270.0,4.69,40,41.0,1
108.0,9.62,27,35.0,1
70.0,11.19,30,43.0,0
87.0,9.74,37,57.0,1
115.0,10.07,33,45.0,1
79.0,10.38,27,30.0,1
82.0,10.6,25,24.0,1
94.0,8.38,29,42.0,1
83.0,7.16,25,38.0,1
102.0,8.72,19,26.0,1
99.0,9.4,19,31.0,1
68.0,10.95,23,37.0,0
51.0,11.07,25,43.0,0
51.0,12.05,27,44.0,0
42.0,13.33,26,41.0,0
47.0,13.57,23,39.0,0
35.0,15.31,22,34.0,0
30.0,14.22,22,35.0,0
46.0,13.1,24,40.0,0
41.0,14.29,24,41.0,0
37.0,13.33,26,47.0,0
34.0,15.23,23,38.0,0
35.0,14.08,20,33.0,0
36.0,13.82,21,30.0,0
50.0,12.05,22,33.0,0
99.0,8.45,29,47.0,1
99.0,8.45,29,47.0,1
68.0,11.86,34,62.0,0
44.0,14.22,25,45.0,0
73.0,14.08,13,18.0,0
57.0,12.0,22,40.0,0
65.0,11.86,27,49.0,0
67.0,12.05,26,46.0,0
68.0,14.08,28,55.0,0
72.0,10.38,37,76.0,0
62.0,10.14,38,81.0,0
58.0,11.32,35,70.0,0
59.0,12.1,30,60.0,0
64.0,12.5,29,56.0,0
65.0,11.63,28,52.0,0
57.0,12.55,25,44.0,0
45.0,12.66,24,40.0,0
41.0,13.45,24,41.0,0
59.0,11.36,29,51.0,0
81.0,9.26,34,56.0,1
77.0,8.9,35,56.0,1
83.0,8.45,42,71.0,1
83.0,10.56,39,63.0,1
75.0,11.54,33,45.0,0
97.0,11.36,34,37.0,1
93.0,11.07,37,36.0,1
103.0,10.75,35,34.0,1
97.0,12.0,34,32.0,1
103.0,11.36,31,21.0,1
94.0,11.19,26,15.0,1
94.0,12.35,26,15.0,1
99.0,11.67,28,21.0,1
96.0,11.45,27,24.0,1
94.0,11.86,30,28.0,1
82.0,11.03,31,32.0,1
102.0,10.83,31,32.0,1
105.0,10.83,30,29.0,1
108.0,10.53,27,26.0,1
107.0,10.42,28,27.0,1
112.0,10.38,31,37.0,1
115.0,10.68,29,31.0,1
114.0,10.99,27,26.0,1
115.0,10.68,27,24.0,1
120.0,10.17,26,21.0,1
122.0,10.17,28,27.0,1
132.0,9.9,29,31.0,1
140.0,9.2,30,30.0,1
151.0,8.38,30,28.0,1
171.0,7.52,32,30.0,1
184.0,7.26,36,44.0,1
194.0,6.79,46,65.0,1
188.0,7.39,41,53.0,1
188.0,7.39,41,53.0,1
112.0,10.83,26,20.0,1
125.0,9.65,29,25.0,1
120.0,8.4,37,45.0,1
146.0,8.82,30,33.0,1
137.0,8.9,29,32.0,1
129.0,7.77,36,42.0,1
193.0,6.59,42,51.0,1
163.0,8.96,57,84.0,1
107.0,9.87,45,75.0,1
71.0,11.9,39,61.0,0
85.0,10.2,37,62.0,1
63.0,12.05,39,73.0,0
78.0,11.41,35,64.0,1
78.0,10.83,34,63.0,1
77.0,11.07,27,44.0,1
59.0,12.99,24,35.0,0
78.0,11.45,23,32.0,1
82.0,12.3,34,62.0,1
75.0,11.81,33,58.0,0
47.0,15.0,36,62.0,0
64.0,12.15,43,80.0,0
59.0,12.61,36,64.0,0
61.0,12.82,35,66.0,0
61.0,12.82,35,66.0,0
34.0,16.57,26,41.0,0
58.0,16.85,21,31.0,0
51.0,14.49,24,35.0,0
56.0,11.81,26,42.0,0
62.0,12.88,26,41.0,0
66.0,11.67,27,45.0,0
51.0,13.7,27,46.0,0
49.0,14.35,25,38.0,0
65.0,14.29,24,36.0,0
48.0,15.08,23,34.0,0
51.0,14.29,22,33.0,0
55.0,14.08,20,29.0,0
72.0,13.82,21,30.0,0
78.0,12.99,17,23.0,1
62.0,12.55,20,28.0,0
60.0,13.27,20,28.0,0
66.0,14.78,18,22.0,0
45.0,20.0,12,13.0,0
27.0,22.06,13,15.0,0
32.0,18.18,13,18.0,0
28.0,22.06,14,20.0,0
7.0,26.79,10,11.0,0
3.0,27.52,22,10.0,0
7.0,24.79,10,11.0,0
3.0,27.03,8,11.0,0
3.0,27.03,8,11.0,0
8.0,24.39,8,10.0,0
22.0,22.73,8,11.0,0
21.0,23.81,8,12.0,0
22.0,23.26,8,12.0,0
15.0,17.54,12,24.0,0
38.0,11.76,19,42.0,0
26.0,17.65,15,29.0,0
3.0,27.03,8,10.0,0
13.0,24.79,8,10.0,0
13.0,21.58,8,12.0,0
16.0,22.06,12,25.0,0
13.0,23.81,7,9.0,0
13.0,23.81,7,9.0,0
13.0,23.81,7,9.0,0
13.0,22.06,7,9.0,0
16.0,21.58,8,12.0,0
27.0,17.96,10,18.0,0
18.0,20.55,14,20.0,0
16.0,21.58,10,12.0,0
16.0,20.41,7,2.0,0
14.0,20.55,9,8.0,0
23.0,19.74,7,9.0,0
19.0,21.13,7,7.0,0
16.0,22.22,6,6.0,0
34.0,17.54,6,5.0,0
23.0,19.61,6,6.0,0
27.0,14.22,12,18.0,0
37.0,14.35,13,22.0,0
36.0,14.15,13,22.0,0
33.0,16.48,12,20.0,0
28.0,17.05,12,20.0,0
27.0,19.48,11,14.0,0
26.0,18.99,9,14.0,0
21.0,23.81,7,8.0,0
20.0,21.9,7,9.0,0
21.0,20.55,7,8.0,0
18.0,23.26,5,3.0,0
17.0,24.19,5,3.0,0
20.0,19.61,6,5.0,0
25.0,15.79,9,13.0,0
25.0,15.79,14,26.0,0
28.0,15.71,13,21.0,0
35.0,20.98,12,20.0,0
37.0,15.23,12,17.0,0
30.0,18.18,10,12.0,0
34.0,15.23,11,15.0,0
40.0,14.93,16,25.0,0
49.0,12.05,16,27.0,0
49.0,12.05,16,27.0,0
56.0,10.71,12,12.0,0
67.0,9.58,15,17.0,0
82.0,9.74,16,20.0,1
66.0,10.95,17,25.0,0
84.0,10.0,17,25.0,1
66.0,11.9,17,24.0,0
52.0,15.23,13,17.0,0
52.0,13.39,12,14.0,0
51.0,14.29,12,13.0,0
52.0,14.42,12,12.0,0
53.0,14.29,13,11.0,0
52.0,14.15,13,12.0,0
48.0,15.08,13,12.0,0
52.0,14.08,16,16.0,0
60.0,12.1,22,35.0,0
73.0,8.98,25,38.0,0
85.0,8.8,30,51.0,1
125.0,6.98,30,40.0,1
154.0,7.28,32,46.0,1
172.0,6.65,36,52.0,1
165.0,6.9,36,47.0,1
204.0,6.34,34,43.0,1
214.0,6.21,34,35.0,1
208.0,6.47,34,30.0,1
193.0,7.03,31,28.0,1
193.0,7.03,31,28.0,1
189.0,6.28,31,33.0,1
189.0,6.28,31,33.0,1
40.0,16.67,13,10.0,0
35.0,16.39,11,10.0,0
28.0,17.05,13,16.0,0
31.0,15.46,14,20.0,0
35.0,15.15,15,19.0,0
66.0,11.41,22,34.0,0
88.0,10.56,22,29.0,1
88.0,10.87,22,28.0,1
95.0,10.34,22,23.0,1
97.0,10.2,21,22.0,1
98.0,10.53,21,21.0,1
84.0,11.07,22,23.0,1
89.0,10.6,29,35.0,1
117.0,8.98,27,34.0,1
126.0,8.8,27,34.0,1
115.0,9.09,30,38.0,1
145.0,7.87,31,42.0,1
133.0,8.13,34,48.0,1
163.0,7.04,35,46.0,1
174.0,6.7,35,44.0,1
186.0,6.36,35,39.0,1
184.0,6.41,33,34.0,1
163.0,7.04,30,29.0,1
163.0,7.04,30,29.0,1
140.0,7.89,26,27.0,1
148.0,7.58,26,28.0,1
141.0,7.85,26,26.0,1
145.0,7.69,27,24.0,1
152.0,7.43,30,34.0,1
147.0,7.61,29,30.0,1
147.0,7.61,28,28.0,1
150.0,7.5,29,27.0,1
151.0,7.46,28,27.0,1
148.0,7.58,33,37.0,1
148.0,7.58,32,34.0,1
141.0,7.79,32,34.0,1
134.0,7.94,36,42.0,1
170.0,6.82,42,60.0,1
182.0,6.47,45,72.0,1
171.0,6.62,35,40.0,1
167.0,6.68,28,28.0,1
163.0,7.04,28,27.0,1
169.0,6.85,29,32.0,1
172.0,5.32,27,29.0,1
166.0,5.38,14,15.0,1
123.0,6.94,14,16.0,1
116.0,6.79,14,13.0,1
124.0,6.77,12,12.0,1
116.0,6.4,11,10.0,1
99.0,7.59,11,11.0,1
80.0,8.57,11,11.0,1
58.0,12.3,13,12.0,0
30.0,18.75,11,11.0,0
26.0,19.74,16,20.0,0
33.0,18.07,19,26.0,0
30.0,19.87,17,24.0,0
19.0,21.43,17,24.0,0
27.0,18.75,15,19.0,0
28.0,17.86,14,19.0,0
26.0,15.79,14,20.0,0
36.0,14.71,16,20.0,0
29.0,18.52,13,17.0,0
41.0,15.46,11,10.0,0
23.0,16.04,11,10.0,0
46.0,13.57,11,10.0,0
32.0,15.54,9,8.0,0
39.0,15.15,9,8.0,0
67.0,15.15,8,7.0,0
25.0,19.23,8,6.0,0
18.0,20.27,8,5.0,0
16.0,18.99,8,6.0,0
22.0,14.35,10,12.0,0
57.0,10.83,23,42.0,0
59.0,10.75,24,40.0,0
51.0,12.35,21,38.0,0
46.0,13.76,22,41.0,0
42.0,14.56,20,35.0,0
40.0,14.78,20,32.0,0
43.0,14.85,19,30.0,0
43.0,15.0,19,29.0,0
42.0,17.75,16,25.0,0
32.0,21.9,14,21.0,0
25.0,23.08,12,18.0,0
55.0,17.65,12,19.0,0
73.0,15.96,15,18.0,0
82.0,15.62,11,9.0,1
78.0,14.42,8,6.0,1
70.0,10.27,12,12.0,0
78.0,13.82,9,10.0,1
77.0,13.95,9,8.0,1
74.0,13.27,9,8.0,0
69.0,14.35,9,9.0,0
70.0,13.57,9,9.0,0
68.0,13.64,10,11.0,0
53.0,13.33,14,20.0,0
63.0,9.49,20,34.0,0
65.0,10.68,24,37.0,0
62.0,11.9,22,29.0,0
70.0,11.41,26,32.0,0
78.0,11.03,28,29.0,1
97.0,9.71,33,29.0,1
85.0,11.58,28,28.0,1
75.0,11.58,27,31.0,0
68.0,12.0,30,35.0,0
92.0,11.36,30,33.0,1
92.0,11.45,29,26.0,1
85.0,10.91,29,26.0,1
93.0,9.97,28,22.0,1
111.0,8.82,35,38.0,1
159.0,8.02,33,39.0,1
159.0,11.36,28,33.0,1
122.0,11.67,17,18.0,1
89.0,13.64,14,14.0,1
80.0,13.95,13,10.0,1
77.0,13.16,13,11.0,1
84.0,12.71,14,13.0,1
78.0,13.33,14,14.0,1
77.0,12.88,15,17.0,1
77.0,11.19,21,31.0,1
40.0,12.5,23,34.0,0
78.0,11.28,19,26.0,1
82.0,11.95,18,23.0,1
69.0,12.88,17,20.0,0
61.0,13.22,17,20.0,0
64.0,12.82,19,24.0,0
72.0,12.24,17,20.0,0
60.0,13.45,17,20.0,0
58.0,13.51,19,24.0,0
69.0,12.4,20,27.0,0
84.0,10.53,26,38.0,1
246.0,7.06,29,47.0,1
103.0,9.4,28,32.0,1
113.0,8.57,34,48.0,1
116.0,8.57,33,65.0,1
118.0,8.72,27,31.0,1
108.0,9.43,26,27.0,1
119.0,8.88,26,26.0,1
124.0,8.29,27,30.0,1
108.0,9.38,23,22.0,1
103.0,9.09,21,21.0,1
90.0,9.93,21,22.0,1
87.0,10.0,20,24.0,1
91.0,9.97,21,27.0,1
90.0,10.1,20,22.0,1
78.0,11.67,19,19.0,1
86.0,10.99,18,17.0,1
85.0,11.07,19,16.0,1
78.0,11.49,18,16.0,1
77.0,11.45,17,15.0,1
90.0,10.71,18,16.0,1
82.0,10.95,19,20.0,1
97.0,10.17,20,23.0,1
94.0,10.03,22,25.0,1
116.0,8.88,25,30.0,1
127.0,7.73,29,41.0,1
133.0,7.83,34,57.0,1
146.0,7.13,27,36.0,1
166.0,6.73,32,41.0,1
170.0,6.61,33,43.0,1
189.0,5.94,34,47.0,1
172.0,6.56,32,31.0,1
177.0,6.98,33,22.0,1
173.0,6.73,30,19.0,1
116.0,13.51,17,14.0,1
68.0,17.34,11,11.0,0
82.0,8.55,12,13.0,1
73.0,6.13,12,12.0,0
41.0,12.77,11,10.0,0
45.0,18.87,12,12.0,0
30.0,22.22,10,12.0,0
28.0,22.56,6,6.0,0
27.0,22.73,6,6.0,0
26.0,22.9,6,6.0,0
20.0,24.0,8,6.0,0
21.0,23.81,8,6.0,0
11.0,25.86,5,3.0,0
8.0,26.55,5,3.0,0
34.0,21.58,5,3.0,0
58.0,9.32,7,2.0,0
33.0,17.96,7,2.0,0
26.0,20.98,7,2.0,0
18.0,21.74,7,2.0,0
20.0,19.87,7,2.0,0
17.0,21.9,7,2.0,0
14.0,11.9,7,4.0,0
15.0,17.34,7,4.0,0
9.0,12.1,7,4.0,0
3.0,15.08,7,3.0,0
10.0,23.62,7,3.0,0
5.0,21.9,9,9.0,0
9.0,25.21,10,11.0,0
9.0,24.59,9,10.0,0
10.0,23.26,10,13.0,0
17.0,20.27,11,16.0,0
12.0,23.62,11,15.0,0
11.0,25.86,9,8.0,0
8.0,24.0,9,9.0,0
6.0,25.42,9,9.0,0
9.0,26.32,8,7.0,0
3.0,26.55,9,9.0,0
11.0,21.74,11,15.0,0
9.0,24.39,10,11.0,0
22.0,18.99,16,25.0,0
25.0,17.44,17,29.0,0
34.0,17.75,20,32.0,0
48.0,14.35,27,50.0,0
60.0,13.64,32,66.0,0
32.0,20.55,15,23.0,0
23.0,23.44,8,5.0,0
25.0,20.0,7,3.0,0
21.0,16.76,5,2.0,0
31.0,8.26,5,2.0,0
26.0,11.24,5,2.0,0
18.0,13.27,5,2.0,0
11.0,17.44,5,2.0,0
20.0,15.31,5,2.0,0
23.0,14.49,7,2.0,0
17.0,19.87,7,2.0,0
23.0,22.9,5,2.0,0
26.0,22.9,7,2.0,0
25.0,22.9,7,2.0,0
26.0,18.63,7,3.0,0
29.0,20.27,7,4.0,0
29.0,20.55,9,3.0,0
35.0,18.75,9,3.0,0
27.0,20.27,9,3.0,0
14.0,25.21,7,2.0,0
18.0,15.54,7,2.0,0
16.0,16.3,7,2.0,0
20.0,18.29,7,2.0,0
20.0,15.54,7,2.0,0
15.0,17.05,7,2.0,0
12.0,20.98,7,2.0,0
15.0,22.73,7,2.0,0
10.0,22.22,7,2.0,0
12.0,22.39,7,2.0,0
14.0,19.11,7,2.0,0
15.0,18.99,5,2.0,0
16.0,17.96,7,4.0,0
12.0,18.87,10,11.0,0
14.0,20.83,10,13.0,0
16.0,23.81,9,10.0,0
8.0,23.08,7,9.0,0
11.0,23.26,6,4.0,0
15.0,22.56,6,6.0,0
4.0,27.03,6,4.0,0
9.0,22.73,8,11.0,0
10.0,26.09,5,2.0,0
13.0,22.56,5,2.0,0
15.0,25.0,5,2.0,0
9.0,25.0,5,2.0,0
13.0,21.43,5,3.0,0
13.0,23.44,6,4.0,0
13.0,23.08,6,4.0,0
7.0,26.09,5,2.0,0
8.0,25.86,5,2.0,0
11.0,20.83,6,5.0,0
20.0,16.39,11,21.0,0
23.0,14.42,11,21.0,0
22.0,16.76,11,19.0,0
22.0,17.54,11,19.0,0
24.0,17.65,10,18.0,0
24.0,18.75,10,18.0,0
24.0,20.83,10,18.0,0
26.0,18.75,11,22.0,0
29.0,17.34,13,23.0,0
44.0,15.71,16,25.0,0
36.0,15.31,18,28.0,0
40.0,15.54,19,30.0,0
43.0,15.71,20,28.0,0
43.0,14.71,19,26.0,0
52.0,13.57,25,33.0,0
44.0,15.87,22,30.0,0
51.0,13.89,24,30.0,0
53.0,12.99,22,30.0,0
39.0,14.02,19,26.0,0
72.0,12.0,19,25.0,0
78.0,10.68,23,32.0,1
73.0,10.45,30,43.0,0
83.0,9.84,33,50.0,1
82.0,7.79,33,50.0,1
78.0,10.95,32,44.0,1
69.0,12.24,31,41.0,0
73.0,10.24,29,35.0,0
85.0,10.31,28,33.0,1
66.0,12.71,26,33.0,0
76.0,12.55,24,26.0,1
63.0,12.77,24,24.0,0
75.0,13.33,25,22.0,0
82.0,12.5,27,25.0,1
85.0,12.99,26,22.0,1
97.0,8.2,27,20.0,1
78.0,15.0,22,25.0,1
30.0,22.22,6,6.0,0
22.0,20.41,6,6.0,0
14.0,18.52,6,6.0,0
19.0,15.46,7,9.0,0
21.0,18.52,7,8.0,0
11.0,25.86,6,5.0,0
8.0,20.98,6,4.0,0
6.0,24.59,5,3.0,0
24.0,19.23,6,4.0,0
33.0,18.63,6,4.0,0
6.0,20.41,6,4.0,0
14.0,20.83,6,5.0,0
22.0,17.14,8,12.0,0
42.0,12.2,11,21.0,0
19.0,17.34,11,19.0,0
13.0,23.62,7,9.0,0
13.0,18.63,9,15.0,0
12.0,22.73,11,19.0,0
16.0,17.44,11,20.0,0
20.0,16.95,11,20.0,0
31.0,14.42,13,27.0,0
35.0,13.82,14,25.0,0
55.0,9.01,17,23.0,0
91.0,8.04,25,29.0,1
104.0,8.77,26,31.0,1
89.0,12.45,26,36.0,1
57.0,18.52,16,20.0,0
48.0,13.7,14,13.0,0
61.0,12.71,14,13.0,0
55.0,13.39,14,13.0,0
59.0,12.05,15,17.0,0
59.0,12.71,16,20.0,0
57.0,13.7,15,22.0,0
58.0,12.82,18,28.0,0
65.0,12.88,26,37.0,0
56.0,12.82,21,30.0,0
54.0,16.3,15,27.0,0
49.0,12.24,17,29.0,0
50.0,13.1,18,27.0,0
52.0,13.1,15,22.0,0
54.0,12.66,17,25.0,0
53.0,12.99,17,24.0,0
48.0,19.61,14,20.0,0
44.0,15.38,23,26.0,0
60.0,12.66,27,36.0,0
49.0,14.63,34,41.0,0
57.0,13.57,39,46.0,0
61.0,10.99,47,52.0,0
65.0,10.1,52,53.0,0
61.0,11.58,41,47.0,0
49.0,12.93,34,42.0,0
55.0,13.82,33,42.0,0
53.0,13.27,38,49.0,0
44.0,15.79,33,43.0,0
54.0,13.89,29,37.0,0
60.0,12.93,29,35.0,0
57.0,13.04,29,36.0,0
58.0,14.15,20,27.0,0
41.0,13.45,17,23.0,0
44.0,13.16,21,31.0,0
42.0,12.99,24,36.0,0
47.0,11.15,30,50.0,0
57.0,9.74,32,57.0,0
55.0,11.86,25,34.0,0
76.0,10.45,26,37.0,1
68.0,11.07,25,34.0,0
54.0,13.51,24,29.0,0
51.0,13.39,23,27.0,0
43.0,13.64,21,22.0,0
56.0,12.99,22,24.0,0
86.0,10.31,30,44.0,1
46.0,15.23,25,33.0,0
39.0,15.87,23,26.0,0
43.0,15.54,21,26.0,0
43.0,14.42,20,24.0,0
47.0,15.23,19,21.0,0
43.0,15.62,20,22.0,0
51.0,15.96,21,21.0,0
49.0,16.13,21,21.0,0
47.0,15.31,21,21.0,0
46.0,13.89,23,23.0,0
54.0,12.55,23,23.0,0
54.0,12.55,25,28.0,0
66.0,12.93,27,34.0,0
42.0,12.61,29,42.0,0
33.0,10.24,25,33.0,0
39.0,14.63,26,26.0,0
37.0,21.13,24,20.0,0
29.0,17.75,9,14.0,0
32.0,20.0,8,11.0,0
21.0,20.55,6,6.0,0
18.0,24.39,6,4.0,0
17.0,24.59,6,4.0,0
9.0,24.59,6,5.0,0
6.0,27.03,5,3.0,0
5.0,27.27,5,3.0,0
6.0,25.42,5,2.0,0
3.0,27.78,5,2.0,0
3.0,27.78,5,2.0,0
4.0,27.52,6,4.0,0
8.0,26.55,7,7.0,0
13.0,25.42,7,9.0,0
16.0,20.69,8,12.0,0
21.0,19.23,9,14.0,0
24.0,17.96,9,13.0,0
34.0,19.23,10,16.0,0
34.0,19.74,11,22.0,0
25.0,19.35,12,23.0,0
33.0,19.48,11,21.0,0
25.0,23.08,11,21.0,0
32.0,17.24,14,29.0,0
49.0,17.96,14,31.0,0
36.0,21.28,12,23.0,0
35.0,21.43,10,18.0,0
32.0,17.24,12,25.0,0
59.0,11.67,12,24.0,0
59.0,11.63,13,27.0,0
28.0,22.56,13,17.0,0
25.0,23.08,11,11.0,0
13.0,25.42,12,12.0,0
6.0,27.03,9,8.0,0
5.0,27.27,8,7.0,0
18.0,24.39,8,7.0,0
8.0,20.69,8,7.0,0
10.0,20.0,8,6.0,0
17.0,19.35,8,7.0,0
17.0,9.62,14,20.0,0
29.0,11.49,19,31.0,0
36.0,11.54,20,32.0,0
32.0,17.96,18,27.0,0
38.0,14.56,17,25.0,0
31.0,19.48,15,23.0,0
21.0,22.39,13,23.0,0
30.0,22.22,13,21.0,0
61.0,14.08,13,21.0,0
23.0,20.98,11,20.0,0
19.0,16.95,17,40.0,0
35.0,14.63,16,30.0,0
35.0,14.63,16,31.0,0
27.0,14.63,14,26.0,0
50.0,9.49,23,38.0,0
48.0,12.93,28,52.0,0
52.0,10.99,31,57.0,0
71.0,10.42,47,94.0,0
45.0,15.79,14,21.0,0
126.0,8.52,11,10.0,1
25.0,19.11,8,7.0,0
23.0,14.71,7,9.0,0
18.0,15.71,9,9.0,0
19.0,16.13,7,9.0,0
24.0,15.23,6,6.0,0
26.0,13.64,7,8.0,0
29.0,13.64,7,8.0,0
30.0,13.7,6,6.0,0
15.0,17.05,6,5.0,0
17.0,16.48,6,5.0,0
24.0,12.61,6,4.0,0
21.0,13.89,6,4.0,0
18.0,16.95,6,4.0,0
16.0,17.65,7,7.0,0
14.0,17.96,7,9.0,0
12.0,19.35,7,9.0,0
9.0,23.08,6,5.0,0
14.0,23.44,6,4.0,0
6.0,25.64,6,5.0,0
4.0,26.79,6,4.0,0
8.0,24.79,8,7.0,0
8.0,23.81,10,12.0,0
10.0,24.0,8,12.0,0
7.0,26.79,6,6.0,0
3.0,27.78,6,5.0,0
12.0,25.42,7,8.0,0
3.0,26.32,7,9.0,0
10.0,22.73,11,22.0,0
13.0,19.61,16,31.0,0
15.0,19.23,12,23.0,0
24.0,17.44,15,28.0,0
18.0,20.83,11,21.0,0
21.0,20.27,11,19.0,0
21.0,21.43,11,19.0,0
17.0,21.28,10,18.0,0
11.0,23.81,10,18.0,0
14.0,22.56,11,19.0,0
21.0,19.61,11,20.0,0
14.0,21.28,10,18.0,0
21.0,19.74,11,20.0,0
27.0,17.05,12,18.0,0
68.0,13.1,13,22.0,0
25.0,17.05,15,28.0,0
25.0,15.54,22,40.0,0
28.0,14.29,16,26.0,0
50.0,10.31,16,25.0,0
75.0,8.15,17,28.0,0
82.0,7.69,19,37.0,1
86.0,7.33,20,38.0,1
95.0,6.88,14,25.0,1
102.0,6.44,13,23.0,1
99.0,6.55,16,27.0,1
100.0,6.59,16,26.0,1
98.0,6.67,15,22.0,1
98.0,6.68,13,21.0,1
121.0,6.34,13,23.0,1
94.0,6.99,12,20.0,1
96.0,6.98,14,21.0,1
92.0,7.08,25,53.0,1
86.0,7.65,19,37.0,1
77.0,8.33,15,24.0,1
69.0,8.55,12,20.0,0
73.0,8.57,12,17.0,0
33.0,13.27,7,8.0,0
16.0,18.4,6,5.0,0
29.0,18.52,6,4.0,0
13.0,20.98,6,4.0,0
14.0,22.39,6,4.0,0
11.0,23.81,6,4.0,0
5.0,24.19,14,4.0,0
8.0,23.62,15,6.0,0
16.0,20.83,15,8.0,0
16.0,21.43,16,9.0,0
27.0,19.87,15,8.0,0
12.0,21.28,16,9.0,0
9.0,21.74,16,12.0,0
12.0,21.28,10,16.0,0
17.0,19.48,10,18.0,0
16.0,19.35,11,19.0,0
16.0,18.75,11,20.0,0
42.0,11.9,22,36.0,0
59.0,10.64,24,30.0,0
52.0,11.67,25,27.0,0
49.0,12.05,23,26.0,0
44.0,12.93,22,24.0,0
48.0,12.77,25,28.0,0
44.0,13.64,22,20.0,0
41.0,12.93,24,24.0,0
49.0,12.93,25,27.0,0
51.0,13.16,32,29.0,0
58.0,11.95,37,40.0,0
68.0,11.24,39,41.0,0
68.0,11.07,41,52.0,0
48.0,13.16,26,32.0,0
42.0,13.76,21,21.0,0
43.0,14.02,17,14.0,0
43.0,13.27,17,13.0,0
52.0,12.05,19,15.0,0
40.0,12.82,18,17.0,0
37.0,13.27,18,16.0,0
45.0,13.1,17,14.0,0
33.0,15.96,15,11.0,0
22.0,20.27,12,8.0,0
26.0,18.99,13,10.0,0
25.0,19.48,12,8.0,0
25.0,18.63,13,11.0,0
23.0,19.87,12,7.0,0
26.0,19.61,12,8.0,0
29.0,18.4,16,15.0,0
28.0,17.96,13,11.0,0
31.0,16.67,13,10.0,0
40.0,16.13,15,14.0,0
43.0,16.48,16,16.0,0
36.0,17.54,16,15.0,0
38.0,17.96,16,16.0,0
35.0,17.14,18,16.0,0
42.0,15.71,18,16.0,0
44.0,15.23,17,14.0,0
46.0,14.56,17,13.0,0
74.0,11.36,26,32.0,0
84.0,10.34,27,31.0,1
73.0,10.71,20,17.0,0
85.0,9.71,22,19.0,1
99.0,8.33,26,22.0,1
121.0,7.19,29,22.0,1
132.0,7.14,31,23.0,1
155.0,6.09,32,26.0,1
159.0,6.29,33,22.0,1
139.0,7.63,26,17.0,1
41.0,15.96,16,6.0,0
58.0,14.29,16,5.0,0
51.0,15.23,15,7.0,0
50.0,15.96,12,3.0,0
48.0,16.39,13,5.0,0
41.0,16.85,12,9.0,0
43.0,16.76,14,13.0,0
48.0,14.85,21,26.0,0
64.0,13.16,24,32.0,0
56.0,15.08,19,19.0,0
48.0,16.04,17,13.0,0
66.0,13.27,20,19.0,0
84.0,11.36,24,26.0,1
107.0,9.74,27,29.0,1
131.0,8.52,28,27.0,1
145.0,7.58,30,25.0,1
156.0,7.06,35,29.0,1
143.0,7.3,34,32.0,1
130.0,7.5,33,32.0,1
132.0,7.92,30,28.0,1
133.0,7.75,29,25.0,1
137.0,7.69,28,22.0,1
140.0,7.73,28,21.0,1
